channel,p,state,D_before,D_after,Delta_D,exp_bound,F_J_petz,f_petz,F_J_identity,f_identity,tau,tau_bound,tau_identity,bound_holds,gap_FJ,gap_tau
Dephasing,0.05,random_pure_7,0.6931471805589446,0.23728247428759555,0.4558647062713491,0.633899593936891,0.7178179170329358,0.8472413570128265,0.7312551464077758,0.8551345779511993,0.15275864298717345,0.20382188303314253,0.1448654220488007,True,0.08391832309604486,0.05106324004596907
Dephasing,0.05,random_pure_8,0.6931471805589458,0.1855381049080824,0.5076090756508633,0.6019330360541865,0.6737427758724424,0.8208183574168175,0.6892788322808932,0.8302281808520433,0.17918164258318248,0.22415656472830392,0.1697718191479567,True,0.07180973981825589,0.04497492214512144
Dephasing,0.05,random_pure_9,0.6931471805589453,0.06902368259491945,0.6241234979640259,0.5357307919198045,0.5674203434271224,0.7532730868862384,0.5880193746924978,0.7668242136842692,0.2467269131137616,0.2680636694904368,0.23317578631573077,True,0.03168955150731789,0.021336756376675203
Dephasing,0.05,random_mixed_0,0.08698988847248912,0.002128134564406265,0.08486175390808286,0.9186392739128533,0.9570809825736255,0.9783051582065923,0.9609065160098387,0.9802583924710049,0.02169484179340775,0.04154328532121321,0.01974160752899512,True,0.038441708660772234,0.01984844352780546
Dephasing,0.05,random_mixed_1,0.07622498786895196,0.022268381670529858,0.0539566061984221,0.947473220074667,0.9732255552263999,0.9865219486795009,0.975648063101185,0.9877489879018784,0.013478051320499063,0.026617639324264863,0.012251012098121628,True,0.025752335151732808,0.0131395880037658
Dephasing,0.05,random_mixed_2,0.012797230572006693,0.00043265219465812507,0.012364578377348568,0.9877115489381301,0.9938218267990614,0.9969061273756228,0.9943928187905198,0.9971924682780751,0.003093872624377214,0.006163218159978667,0.0028075317219249385,True,0.0061102778609313235,0.003069345535601453
Dephasing,0.05,random_mixed_3,0.2561448045271393,0.15236497208639116,0.10377983244074812,0.9014237398397639,0.9524359644105675,0.9759282578194811,0.9565745641270016,0.9780462995824899,0.024071742180518885,0.05056662169493753,0.021953700417510102,True,0.05101222457080368,0.026494879514418646
Dephasing,0.06,|0>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.06,|1>,0.6931471805589452,0.6931471805589452,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.0,0.0
Dephasing,0.06,|+>,0.6931471805589462,0.0018010815582060243,0.6913460990007402,0.5009013522403942,0.5017999999999999,0.7083784299369934,0.5299999999999998,0.7280109889280517,0.2916215700630066,0.2922561535128728,0.2719890110719483,True,0.0008986477596056863,0.0006345834498662217
