channel,state,eps,p,D_before,D_after,Sigma,F_petz,bound,tau_petz,tau_JRSWW,gap,holds
Phase Damping,Singh,0.5,0.1,0.6931471805599452,0.5815603283163744,0.11158685224357079,0.9539907168466696,0.9457344797524757,0.046009283153330416,0.05426552024752429,0.008256237094193875,True
Phase Damping,Singh,0.5,0.15,0.6931471805599452,0.5420612092317639,0.15108597132818125,0.9328022311839518,0.9272398716556703,0.06719776881604822,0.07276012834432966,0.005562359528281435,True
Phase Damping,Singh,0.5,0.2,0.6931471805599452,0.5075726822268538,0.18557449833309136,0.9128245188264856,0.9113873780958671,0.08717548117351437,0.08861262190413288,0.0014371407306185136,True
Phase Damping,Singh,0.5,0.25,0.6931471805599452,0.47698973469262385,0.21615744586732133,0.89405757168641,0.89755693533407,0.10594242831359002,0.10244306466593,-0.0034993636476600143,False
Phase Damping,Singh,0.5,0.3,0.6931471805599452,0.4496587201909007,0.24348846036904448,0.8765014027752422,0.8853747916923839,0.12349859722475776,0.11462520830761613,-0.008873388917141622,False
Phase Damping,Singh,0.5,0.35,0.6931471805599452,0.425147722345949,0.2679994582139962,0.8601560010265448,0.8745903015236942,0.13984399897345523,0.1254096984763058,-0.014434300497149444,False
Phase Damping,Singh,0.5,0.4,0.6931471805599452,0.403151099930924,0.28999608062902116,0.8450213719024248,0.8650239882840381,0.15497862809757523,0.13497601171596185,-0.02000261638161338,False
Phase Damping,Singh,0.5,0.45,0.6931471805599452,0.38344240822475467,0.3097047723351905,0.8310975000029056,0.8565416055411269,0.1689024999970944,0.1434583944588731,-0.025444105538221296,False
Phase Damping,Singh,0.5,0.5,0.6931471805599452,0.3658484258343828,0.32729875472556236,0.8183844086052746,0.8490396622229085,0.18161559139472538,0.1509603377770915,-0.030655253617633882,False
Phase Damping,Singh,0.5,0.55,0.6931471805599452,0.35023363887557823,0.34291354168436694,0.8068820932464404,0.8424366850612884,0.19311790675355955,0.15756331493871156,-0.03555459181484799,False
Phase Damping,Singh,0.5,0.6,0.6931471805599452,0.33649040758198334,0.35665677297796183,0.7965905376379079,0.8366676280268673,0.20340946236209212,0.16333237197313266,-0.04007709038895946,False
Phase Damping,Singh,0.5,0.65,0.6931471805599452,0.32453244726088903,0.36861473329905614,0.7875097580681714,0.8316801338002596,0.21249024193182864,0.16831986619974038,-0.04417037573208826,False
Phase Damping,Singh,0.5,0.7,0.6931471805599452,0.31429035538612016,0.378856825173825,0.7796397491077335,0.827431948490011,0.22036025089226652,0.172568051509989,-0.04779219938227752,False
Phase Damping,Singh,0.5,0.75,0.6931471805599452,0.3057084634217875,0.3874387171381577,0.7729805107565931,0.8238890892399435,0.22701948924340687,0.17611091076005647,-0.0509085784833504,False
Phase Damping,Singh,0.5,0.8,0.6931471805599452,0.2987425828823218,0.39440459767762337,0.7675320464735651,0.8210245242035021,0.2324679535264349,0.17897547579649786,-0.05349247772993704,False
Phase Damping,Singh,0.5,0.85,0.6931471805599452,0.2933583789205306,0.39978880163941455,0.7632943458822079,0.8188172149394578,0.2367056541177921,0.1811827850605422,-0.0555228690572499,False
Phase Damping,Singh,0.5,0.9,0.6931471805599452,0.2895302016283084,0.4036169789316368,0.7602674248882059,0.8172514252133236,0.23973257511179413,0.1827485747866764,-0.056984000325117745,False
Phase Damping,Singh,0.5,0.95,0.6931471805599452,0.2872402652741751,0.40590691528577005,0.7584512758477829,0.8163162338231486,0.24154872415221706,0.18368376617685145,-0.057864957975365616,False
